show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4540,Movie,The Heist,James Cameron,"Lee Min-ho, Meryl Streep, Deepika Padukone",United States,2016-07-24,2001,TV-MA,115 min,"Classic Movies, Horror Movies, Comedies",Three strangers are brought together by fate in a life-changing adventure.
s4541,Movie,Beyond the Stars,Mani Ratnam,"Ranbir Kapoor, Park Seo-jun, Cate Blanchett, Allu Arjun, Leonardo DiCaprio",Colombia,2019-07-12,2017,PG-13,99 min,Thrillers,"Crime, politics, and power intertwine in this explosive thriller."
s4542,Movie,Dark Waters,David Fincher,"Ranveer Singh, Natalie Portman, Song Kang-ho",South Korea,2021-05-06,2012,PG-13,106 min,Stand-Up Comedy,"When old enemies become allies, the fate of the world hangs in the balance."
s4543,TV Show,Squid Game S2,Imtiaz Ali,"Kangana Ranaut, Ranveer Singh, Meryl Streep, Lee Min-ho, Leonardo DiCaprio",United States,2021-10-03,2017,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, Sports TV",Three strangers are brought together by fate in a life-changing adventure.
s4544,TV Show,The Valhalla Murders S2,Rajkumar Hirani,"Jung Ho-yeon, Ranbir Kapoor, Natalie Portman",Mexico,2021-02-15,2018,R,4 Seasons,"TV Mysteries, Nature & Science TV, Stand-Up Comedy","Crime, politics, and power intertwine in this explosive thriller."
s4545,TV Show,Bard of Blood 2,Ryan Coogler,"Ajith, Brad Pitt, Jennifer Lawrence, Deepika Padukone",India,2018-06-15,2009,PG-13,7 Seasons,"TV Mysteries, TV Thrillers","Passion, betrayal, and revenge collide in this thrilling drama."
s4546,Movie,The Clone,Martin Scorsese,"Ranveer Singh, Shah Rukh Khan",Nigeria,2016-10-22,2011,R,104 min,"Children & Family Movies, Sports Movies, Music & Musicals",An extraordinary journey through time and space that will change everything you know.
s4547,Movie,Sacred Ground,David Fincher,"Deepika Padukone, Vijay, Ajith, Jennifer Lawrence, Park Seo-jun",Spain,2019-02-07,2003,PG,125 min,"Stand-Up Comedy, Horror Movies, Classic Movies","When old enemies become allies, the fate of the world hangs in the balance."
s4548,Movie,Bollywood Nights,Zack Snyder,"Chris Evans, Brad Pitt, Song Kang-ho, Tom Hanks",United States,2016-10-02,2007,TV-G,92 min,"Sports Movies, Thrillers",The future of humanity rests in the hands of an unlikely hero.
s4549,Movie,Red Alert,Chloe Zhao,"Robert Downey Jr, Rajinikanth, Meryl Streep",United States,2015-11-02,2019,R,78 min,Dramas,"Passion, betrayal, and revenge collide in this thrilling drama."
s4550,Movie,The Golden Age,Zack Snyder,"Scarlett Johansson, Alia Bhatt",United States,2016-06-23,2002,PG-13,139 min,"Animated Movies, Documentaries","Passion, betrayal, and revenge collide in this thrilling drama."
s4551,Movie,Midnight Run,Greta Gerwig,"Salman Khan, Vijay, Rajinikanth",United States,2019-08-12,2015,PG,107 min,Music & Musicals,A family torn apart by tragedy must find a way back to each other.
s4552,Movie,City of Lies 4,Bong Joon-ho,"Robert Downey Jr, Priyanka Chopra, Prabhas",Nigeria,2020-05-17,2003,TV-PG,94 min,Classic Movies,"In a small town, everyone has something to hide â and someone is watching."
s4553,Movie,Fire and Ice,Zack Snyder,"Leonardo DiCaprio, Jung Ho-yeon, Lee Min-ho, Ranveer Singh",United States,2021-07-18,2010,PG-13,89 min,"Dramas, Classic Movies","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s4554,TV Show,The Bureau,Bong Joon-ho,"Allu Arjun, Kangana Ranaut, Aamir Khan",Thailand,2015-04-20,2003,R,1 Season,TV Thrillers,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s4555,Movie,La Casa del Fuego,Steven Spielberg,"Aamir Khan, Jennifer Lawrence, Shah Rukh Khan, Vijay, Kim Go-eun",France,2020-11-26,2015,R,108 min,"Comedies, Stand-Up Comedy, Horror Movies",A family torn apart by tragedy must find a way back to each other.
s4556,TV Show,Dark Chronicles,Denis Villeneuve,"Rajinikanth, Aamir Khan, Prabhas, Salman Khan, Cate Blanchett",Brazil,2015-07-05,2018,R,1 Season,Stand-Up Comedy,Behind every great fortune lies a great crime in this riveting saga.
s4557,Movie,Killing Eve,Ram Gopal Varma,"Cate Blanchett, Ranbir Kapoor, Park Seo-jun, Ajith, Brad Pitt",United States,2018-07-27,2001,R,140 min,"Faith & Spirituality, Cult Movies","In a small town, everyone has something to hide â and someone is watching."
s4558,Movie,Squid Game: The Movie 4,Alfonso Cuaron,"Jennifer Lawrence, Chris Evans, Aamir Khan",Argentina,2020-10-24,2016,TV-G,107 min,"Sci-Fi & Fantasy, Cult Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s4559,Movie,Broken Wings,Zack Snyder,"Kim Go-eun, Leonardo DiCaprio, Ranbir Kapoor, Cate Blanchett",Canada,2018-04-04,2010,R,110 min,"Dramas, Music & Musicals","In a small town, everyone has something to hide â and someone is watching."
s4560,Movie,El Camino 2,Ridley Scott,"Robert Downey Jr, Alia Bhatt, Deepika Padukone",Japan,2019-06-01,2012,PG-13,111 min,"Sports Movies, International Movies, Classic Movies",Behind every great fortune lies a great crime in this riveting saga.
s4561,Movie,The Dark Side,Anurag Kashyap,"Ranveer Singh, Jung Ho-yeon, Ajith, Kim Go-eun, Alia Bhatt",United States,2020-04-10,2005,TV-MA,93 min,Stand-Up Comedy,"Based on true events, this story will shock and inspire in equal measure."
s4562,Movie,Fatal Attraction 5,Christopher Nolan,"Chris Evans, Priyanka Chopra",India,2021-04-13,2005,TV-Y7,179 min,Sports Movies,"In a small town, everyone has something to hide â and someone is watching."
s4563,TV Show,Bard of Blood 2 S2,Unknown,"Shah Rukh Khan, Vijay, Alia Bhatt, Brad Pitt",Egypt,2020-09-15,2008,PG-13,1 Season,"Korean TV Shows, Stand-Up Comedy",A family torn apart by tragedy must find a way back to each other.
s4564,Movie,Crimson Tide 5,Martin Scorsese,"Scarlett Johansson, Natalie Portman, Prabhas, Tom Hanks, Meryl Streep",Argentina,2016-01-01,2013,PG-13,180 min,"Sci-Fi & Fantasy, International Movies, Stand-Up Comedy",The future of humanity rests in the hands of an unlikely hero.
s4565,TV Show,Peaky Blinders S7 S2,Unknown,"Meryl Streep, Prabhas, Jung Ho-yeon",India,2016-06-28,2016,TV-14,6 Seasons,"Spirituality, Kids' TV","In the shadows of a corrupt government, a resistance movement fights for freedom."
s4566,Movie,Dilwale Returns 4,Peter Jackson,"Natalie Portman, Jennifer Lawrence",South Korea,2015-07-24,2019,TV-G,85 min,"Sports Movies, Faith & Spirituality",A comedian's rise to fame is complicated by dark secrets from the past.
s4567,Movie,The Perfect Storm 5,Imtiaz Ali,"Song Kang-ho, Allu Arjun",India,2020-06-25,2003,TV-MA,70 min,"Documentaries, Children & Family Movies",The future of humanity rests in the hands of an unlikely hero.
s4568,Movie,Dangerous Game,Tim Burton,"Tom Hanks, Meryl Streep, Song Kang-ho",China,2018-02-15,2013,TV-PG,161 min,"Romantic Movies, Cult Movies","Love, loss, and the power of human connection in trying times."
s4569,Movie,Love in Paris,Shankar,"Ajith, Natalie Portman, Priyanka Chopra, Ranbir Kapoor",Spain,2018-03-17,2000,TV-14,87 min,"Music & Musicals, Dramas","When old enemies become allies, the fate of the world hangs in the balance."
s4570,Movie,Love in Paris 4,S.S. Rajamouli,"Lee Min-ho, Brad Pitt, Aamir Khan, Ranveer Singh, Ranbir Kapoor",South Korea,2015-08-08,2013,PG-13,137 min,"Music & Musicals, Sports Movies",The future of humanity rests in the hands of an unlikely hero.
s4571,Movie,Narcos: Brazil,Ram Gopal Varma,"Robert Downey Jr, Jennifer Lawrence",Argentina,2020-01-23,2002,PG-13,136 min,Cult Movies,"Passion, betrayal, and revenge collide in this thrilling drama."
s4572,Movie,Shadow Games 4,Martin Scorsese,"Ajith, Lee Min-ho",United States,2016-02-26,2011,TV-PG,109 min,"Sci-Fi & Fantasy, Romantic Movies","In the shadows of a corrupt government, a resistance movement fights for freedom."
s4573,Movie,Dhadak 2 5,Chloe Zhao,"Priyanka Chopra, Natalie Portman, Cate Blanchett, Lee Min-ho",South Korea,2015-02-15,2014,PG,118 min,"Comedies, Sports Movies, Sci-Fi & Fantasy",An extraordinary journey through time and space that will change everything you know.
s4574,TV Show,Delhi Crime S3,Jordan Peele,"Ajith, Chris Evans, Lee Min-ho, Salman Khan, Kim Go-eun",United States,2016-07-09,2013,PG-13,4 Seasons,"Sports TV, International TV Shows, TV Horror","When old enemies become allies, the fate of the world hangs in the balance."
s4575,Movie,Lost in Translation,David Fincher,"Robert Downey Jr, Ranbir Kapoor, Deepika Padukone",United States,2017-09-26,2008,G,172 min,"International Movies, Comedies",A chef's obsession with perfection leads to unexpected discoveries about life.
s4576,Movie,All of Us Are Dead 5,Denis Villeneuve,"Kim Go-eun, Brad Pitt, Cate Blanchett, Aamir Khan",United States,2018-10-15,2008,PG,180 min,"International Movies, Cult Movies","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s4577,TV Show,Narcos Season 7,Rajkumar Hirani,"Chris Evans, Song Kang-ho, Vidya Balan",United States,2017-09-17,2012,TV-PG,3 Seasons,"Nature & Science TV, International TV Shows",A gripping tale of survival and redemption in a world gone mad.
s4578,Movie,Lost in Translation 5,Zack Snyder,"Robert Downey Jr, Scarlett Johansson, Tom Hanks, Salman Khan",Australia,2018-11-12,2019,R,123 min,Classic Movies,"Love, loss, and the power of human connection in trying times."
s4579,Movie,Hellbound,Bong Joon-ho,"Kim Go-eun, Jung Ho-yeon",United States,2020-04-10,2007,TV-14,130 min,Sci-Fi & Fantasy,Three strangers are brought together by fate in a life-changing adventure.
s4580,Movie,Lost in Translation,Jordan Peele,"Ranveer Singh, Scarlett Johansson, Ranbir Kapoor, Meryl Streep, Kangana Ranaut",United States,2020-10-04,2006,TV-14,118 min,"Sci-Fi & Fantasy, Faith & Spirituality, Horror Movies",Behind every great fortune lies a great crime in this riveting saga.
s4581,TV Show,Extraordinary Attorney Woo S2 S2,James Cameron,"Ranveer Singh, Deepika Padukone, Song Kang-ho, Natalie Portman",United States,2021-03-11,2003,PG-13,3 Seasons,"Korean TV Shows, TV Thrillers",A family torn apart by tragedy must find a way back to each other.
s4582,Movie,Squid Game: The Movie,Bong Joon-ho,"Prabhas, Aamir Khan, Robert Downey Jr, Park Seo-jun, Meryl Streep",Spain,2015-11-17,2000,TV-G,114 min,"Documentaries, Comedies","Crime, politics, and power intertwine in this explosive thriller."
s4583,Movie,Edge of Tomorrow 3,Jordan Peele,"Aamir Khan, Vijay, Ranbir Kapoor, Alia Bhatt, Vidya Balan",Turkey,2019-04-11,2000,R,132 min,"Documentaries, Romantic Movies",A chef's obsession with perfection leads to unexpected discoveries about life.
s4584,Movie,Operation Blackout,Ridley Scott,"Meryl Streep, Jennifer Lawrence",Japan,2018-06-15,2018,R,141 min,Action & Adventure,"In the shadows of a corrupt government, a resistance movement fights for freedom."
s4585,Movie,The Last Stand,Alfonso Cuaron,"Deepika Padukone, Ranbir Kapoor",United States,2016-09-03,2010,TV-14,150 min,"Animated Movies, Romantic Movies","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s4586,Movie,Shadow Games 5,Alfonso Cuaron,"Vijay, Shah Rukh Khan",Indonesia,2017-01-10,2007,TV-Y,82 min,"Dramas, Thrillers",An estranged father and daughter reconnect on an unexpected road trip.
s4587,Movie,Fatal Attraction,Ram Gopal Varma,"Cate Blanchett, Kim Go-eun, Aamir Khan",Philippines,2018-12-28,2007,R,117 min,Romantic Movies,"When love meets destiny, nothing will ever be the same again."
s4588,Movie,Silent Storm,Denis Villeneuve,"Tom Hanks, Leonardo DiCaprio, Natalie Portman, Vidya Balan",United States,2016-04-08,2003,R,85 min,"Horror Movies, International Movies","In a small town, everyone has something to hide â and someone is watching."
s4589,Movie,Dilwale Returns,Wes Anderson,"Alia Bhatt, Salman Khan, Jennifer Lawrence, Jung Ho-yeon",United States,2020-04-08,2011,TV-MA,89 min,"Thrillers, Sports Movies, Independent Movies","When love meets destiny, nothing will ever be the same again."
s4590,Movie,Blood Money 3,Bong Joon-ho,"Jennifer Lawrence, Lee Min-ho, Robert Downey Jr, Ranveer Singh, Ranbir Kapoor",Egypt,2016-08-03,2017,R,164 min,Sci-Fi & Fantasy,Three strangers are brought together by fate in a life-changing adventure.
s4591,Movie,Blood Money 5,Priyadarshan,"Park Seo-jun, Jung Ho-yeon, Alia Bhatt, Ajith, Lee Min-ho",United States,2018-09-21,2009,PG-13,135 min,"Classic Movies, Sci-Fi & Fantasy","Based on true events, this story will shock and inspire in equal measure."
s4592,Movie,White Noise,Chloe Zhao,"Ajith, Kim Go-eun, Kangana Ranaut, Vidya Balan",Brazil,2021-08-06,2000,PG-13,96 min,"Documentaries, Thrillers","When love meets destiny, nothing will ever be the same again."
s4593,Movie,The Clone 2,Steven Spielberg,"Lee Min-ho, Cate Blanchett, Ranveer Singh, Prabhas",United States,2019-10-24,2007,R,97 min,"International Movies, Romantic Movies, Animated Movies",An estranged father and daughter reconnect on an unexpected road trip.
s4594,Movie,Blood Money 3,Zoya Akhtar,"Kangana Ranaut, Tom Hanks, Ranbir Kapoor, Ajith",China,2015-05-04,2014,R,173 min,"Sports Movies, Thrillers, Action & Adventure","In the shadows of a corrupt government, a resistance movement fights for freedom."
s4595,Movie,Lupin Returns 2,Zack Snyder,"Jung Ho-yeon, Aamir Khan, Ajith, Brad Pitt",United States,2019-12-15,2021,R,84 min,Cult Movies,"In a small town, everyone has something to hide â and someone is watching."
s4596,Movie,White Noise 4,Denis Villeneuve,"Deepika Padukone, Jennifer Lawrence",Mexico,2016-02-20,2018,TV-MA,91 min,Independent Movies,The future of humanity rests in the hands of an unlikely hero.
s4597,Movie,Lupin Returns,Greta Gerwig,"Rajinikanth, Shah Rukh Khan, Salman Khan, Allu Arjun",Argentina,2021-07-24,2009,UR,80 min,"Action & Adventure, Stand-Up Comedy",Behind every great fortune lies a great crime in this riveting saga.
s4598,Movie,Desert Rose,Ridley Scott,"Prabhas, Meryl Streep",United States,2015-06-08,2005,TV-PG,177 min,Children & Family Movies,An estranged father and daughter reconnect on an unexpected road trip.
s4599,Movie,The Heist,Zoya Akhtar,"Rajinikanth, Leonardo DiCaprio, Tom Hanks",India,2019-07-08,2008,TV-MA,131 min,International Movies,"Passion, betrayal, and revenge collide in this thrilling drama."
s4600,Movie,Kingdom Returns,Priyadarshan,"Vidya Balan, Deepika Padukone, Cate Blanchett",India,2016-08-22,2014,TV-MA,95 min,Faith & Spirituality,Behind every great fortune lies a great crime in this riveting saga.
s4601,Movie,Mumbai Diaries,Christopher Nolan,"Robert Downey Jr, Jennifer Lawrence, Ranveer Singh",Turkey,2015-01-23,2005,TV-14,115 min,"Animated Movies, Action & Adventure, International Movies","Love, loss, and the power of human connection in trying times."
s4602,TV Show,Shtisel S4 S5,Ridley Scott,"Priyanka Chopra, Ranbir Kapoor, Ajith, Lee Min-ho, Vijay",India,2016-03-19,2003,UR,2 Seasons,"TV Sci-Fi & Fantasy, TV Mysteries, Sports TV",A comedian's rise to fame is complicated by dark secrets from the past.
s4603,Movie,Shadow Games,Chloe Zhao,"Shah Rukh Khan, Salman Khan, Ajith",Thailand,2019-01-07,2017,PG-13,71 min,Comedies,An estranged father and daughter reconnect on an unexpected road trip.
s4604,Movie,Fire and Ice 3,S.S. Rajamouli,"Tom Hanks, Robert Downey Jr, Brad Pitt, Jennifer Lawrence",India,2018-04-01,2018,TV-MA,180 min,"Comedies, Independent Movies, International Movies",An estranged father and daughter reconnect on an unexpected road trip.
s4605,Movie,Dangerous Game,Zoya Akhtar,"Rajinikanth, Kangana Ranaut, Brad Pitt, Shah Rukh Khan",Colombia,2018-05-10,2013,TV-MA,78 min,"Music & Musicals, Thrillers",Behind every great fortune lies a great crime in this riveting saga.
s4606,Movie,Delhi Crime Story,David Fincher,"Priyanka Chopra, Ranveer Singh",France,2021-05-19,2021,PG-13,138 min,"Animated Movies, Sports Movies",A young woman discovers her true identity and must choose between two worlds.
s4607,Movie,Hollow Man,Anurag Kashyap,"Jung Ho-yeon, Kangana Ranaut, Allu Arjun",Germany,2021-09-01,2006,TV-14,144 min,"Children & Family Movies, Faith & Spirituality, Action & Adventure","When love meets destiny, nothing will ever be the same again."
s4608,Movie,Crimson Tide,Wes Anderson,"Ranveer Singh, Kim Go-eun, Vidya Balan, Lee Min-ho, Ranbir Kapoor",France,2015-04-24,2013,TV-MA,147 min,"Animated Movies, Faith & Spirituality",The future of humanity rests in the hands of an unlikely hero.
s4609,Movie,Kingdom Returns 5,Chloe Zhao,"Jung Ho-yeon, Allu Arjun, Ranveer Singh, Kangana Ranaut, Song Kang-ho",United States,2019-07-19,2015,TV-PG,128 min,"Sci-Fi & Fantasy, Animated Movies, Sports Movies","Based on true events, this story will shock and inspire in equal measure."
s4610,TV Show,House of Cards Returns S5,Unknown,"Ajith, Salman Khan, Chris Evans",United States,2020-07-02,2011,TV-14,4 Seasons,"Korean TV Shows, Nature & Science TV, TV Dramas",A young woman discovers her true identity and must choose between two worlds.
s4611,TV Show,Emily in Paris S5 S2,Unknown,"Jennifer Lawrence, Natalie Portman, Scarlett Johansson, Salman Khan",United States,2017-08-08,2015,TV-14,6 Seasons,"British TV Shows, TV Thrillers, International TV Shows","When love meets destiny, nothing will ever be the same again."
s4612,Movie,All of Us Are Dead,Sanjay Leela Bhansali,"Leonardo DiCaprio, Park Seo-jun, Ranveer Singh",France,2020-01-15,2016,TV-MA,179 min,"Dramas, Classic Movies",A chef's obsession with perfection leads to unexpected discoveries about life.
